land_record_id,farmer_id,state,district,survey_number,patta_number,land_area,land_type,ownership_status,document_status,land_use,last_updated,ethical_flag,dispute_status,verification_source
LRTA000370,F444585,Tamil Nadu,Dindigul,S1135,,10.74,plantation,inherited,invalid,agricultural,11-12-2023,land_grabbing_from_elderly,boundary_dispute,revenue_records
LRAN000371,F186237,Andhra Pradesh,Rajahmundry,S4659,AP49150581,6.34,dry,tenant,valid,agricultural,07-10-2021,,none,digitized_land_registry
LRKA000372,F473905,Karnataka,Davanagere,S6161,KA87141778,44.53,plantation,owner,valid,agricultural,21-08-2021,,none,satellite_mapping
LRHA000373,F706494,Haryana,Hisar,74/775/2,HR26311768,1.66,dry,joint,pending_verification,agricultural,09-12-2021,fraudulent_mutation,active_litigation,revenue_records
LRUT000374,F874531,Uttar Pradesh,Prayagraj,53/915/1,UP93799332,42.33,dry,owner,invalid,agricultural,14-11-2023,land_grabbing_from_elderly,active_litigation,revenue_records
LRKA000375,F325729,Karnataka,Tumkur,337/87,KA19453456,10.58,wet,inherited,valid,agricultural,18-06-2022,,none,revenue_records
LRTA000376,F984875,Tamil Nadu,Chennai,351/35,TN20391326,34.93,garden,tenant,valid,agricultural,31-07-2023,,none,digitized_land_registry
LRHA000377,F992944,Haryana,Karnal,555/11,HR34117369,46.49,dry,joint,valid,agricultural,20-04-2018,,none,revenue_records
LRHA000378,F267242,Haryana,Hisar,501/55,HR98250767,20.39,plantation,inherited,pending_verification,forest,13-08-2023,forest_land_encroachment,none,unverified
LRHA000379,F877066,Haryana,Karnal,545-A,HR58679267,15.43,dry,joint,valid,horticultural,28-04-2022,,none,revenue_records
LRMA000380,F594767,Madhya Pradesh,Jabalpur,76/492/2,MP55839252,4.09,garden,inherited,valid,agricultural,01-09-2021,,none,digitized_land_registry
LRWE000381,F620231,West Bengal,Howrah,44/152/3,WB16551718,43.24,dry,inherited,valid,agricultural,15-03-2019,,none,revenue_records
LRPU000382,F955310,Punjab,Moga,9/133/2,PB56103637,25.42,garden,owner,invalid,horticultural,07-05-2024,fraudulent_mutation,boundary_dispute,revenue_records
LRWE000383,F297557,West Bengal,Asansol,94/75/3,WB44845115,25.02,plantation,inherited,missing,agricultural,04-08-2018,benami_transaction,active_litigation,manual_verification
LRAN000384,F354519,Andhra Pradesh,Visakhapatnam,915-C,AP54396660,28.85,garden,joint,valid,horticultural,29-01-2020,,none,satellite_mapping
LRHA000385,F232956,Haryana,Hisar,334-F,HR42916838,39.89,plantation,joint,valid,agricultural,25-05-2020,,none,digitized_land_registry
LRHA000386,F100894,Haryana,Panchkula,33/519/2,HR99672456,32.36,wet,inherited,pending_verification,agricultural,09-07-2020,false_succession_claim,active_litigation,unverified
LRAN000387,F394162,Andhra Pradesh,Guntur,906-B,AP36413902,33.55,dry,owner,valid,agricultural,19-12-2024,,none,revenue_records
LRMA000388,F490238,Madhya Pradesh,Bhopal,S9534,MP72481189,28.61,plantation,tenant,valid,horticultural,13-02-2023,,none,digitized_land_registry
LRAN000389,F533756,Andhra Pradesh,Visakhapatnam,S609,AP65095593,10.26,garden,tenant,valid,agricultural,01-09-2018,,none,satellite_mapping
LRTA000390,F522604,Tamil Nadu,Erode,143/97,TN90056692,31.37,dry,inherited,missing,agricultural,12-05-2024,womens_inheritance_denial,active_litigation,unverified
LRMA000391,F380610,Maharashtra,Satara,S6285,MH16187600,28.5,garden,inherited,valid,agricultural,12-06-2020,,none,revenue_records
LRWE000392,F840559,West Bengal,Kolkata,816/15,WB38082977,33.25,dry,joint,valid,horticultural,16-12-2021,,none,digitized_land_registry
LRRA000393,F573653,Rajasthan,Udaipur,S9454,RJ54860055,36.4,dry,government_lease,valid,forest,08-02-2021,forest_land_encroachment,encroachment_case,manual_verification
LRMA000394,F669669,Maharashtra,Akola,37/533/8,MH96006868,29.48,garden,joint,valid,horticultural,16-10-2021,,none,revenue_records
LRPU000395,F540036,Punjab,Patiala,74/222/3,PB25575300,20.11,dry,joint,expired,converted_non_agricultural,29-06-2021,forest_land_encroachment,none,manual_verification
LRMA000396,F152444,Maharashtra,Kolhapur,S4781,MH52986517,49.43,wet,inherited,valid,horticultural,03-03-2022,,none,satellite_mapping
LRHA000397,F435466,Haryana,Karnal,557/24,HR13474838,17.02,wet,government_lease,valid,fallow,18-08-2018,forest_land_encroachment,none,revenue_records
LRKA000398,F450772,Karnataka,Bengaluru,532-D,KA70707136,9.69,garden,tenant,valid,agricultural,28-11-2021,,none,digitized_land_registry
LRTA000399,F737303,Tamil Nadu,Madurai,194/48,TN81596577,8.9,wet,owner,pending_verification,agricultural,29-06-2021,tribal_land_violation,none,manual_verification
LRMA000400,F694833,Maharashtra,Akola,S9592,MH21494704,2.96,wet,inherited,valid,agricultural,16-09-2021,,none,digitized_land_registry
LRMA000401,F348067,Maharashtra,Sangli,552-E,MH65233123,25.7,wet,joint,valid,horticultural,28-03-2019,,none,satellite_mapping
LRPU000402,F841076,Punjab,Firozpur,73/375/5,PB12851718,42.14,wet,owner,pending_verification,agricultural,27-12-2024,tribal_land_violation,none,manual_verification
LRGU000403,F389367,Gujarat,Rajkot,212/14,GJ22687692,22.13,dry,tenant,valid,agricultural,20-05-2020,,none,digitized_land_registry
LRHA000404,F325025,Haryana,Sonipat,9/646/2,HR26430966,23.33,dry,joint,valid,agricultural,08-03-2018,,none,satellite_mapping
LRTE000405,F192763,Telangana,Mahbubnagar,S7403,TS76007437,20.66,dry,joint,valid,agricultural,27-08-2023,,none,satellite_mapping
LRMA000406,F818613,Madhya Pradesh,Jabalpur,114-D,MP56433629,17.88,garden,tenant,valid,agricultural,13-09-2024,,none,digitized_land_registry
LRKA000407,F966171,Karnataka,Shimoga,S6700,KA28434417,49.95,wet,inherited,valid,horticultural,30-08-2024,,none,digitized_land_registry
LRUT000408,F319185,Uttar Pradesh,Aligarh,S1215,UP91854732,4.96,garden,inherited,valid,agricultural,11-05-2023,,none,revenue_records
LRTE000409,F461937,Telangana,Ramagundam,S8335,TS49893369,33.79,dry,inherited,invalid,agricultural,19-09-2022,fraudulent_mutation,pending_mutation,unverified
LRAN000410,F497075,Andhra Pradesh,Guntur,915-F,AP96359589,37.72,plantation,owner,invalid,agricultural,06-11-2022,common_land_appropriation,boundary_dispute,manual_verification
LRMA000411,F314916,Madhya Pradesh,Gwalior,94/199/3,MP84379038,49.32,wet,joint,valid,agricultural,08-04-2019,,none,satellite_mapping
LRTA000412,F571795,Tamil Nadu,Vellore,239/43,TN58212396,5.45,plantation,owner,valid,agricultural,11-02-2021,,none,revenue_records
LRRA000413,F347835,Rajasthan,Kota,S7020,RJ62440695,38.99,wet,joint,expired,forest,12-09-2022,forest_land_encroachment,none,revenue_records
LRRA000414,F169687,Rajasthan,Bikaner,43/13,RJ65896900,15.86,dry,tenant,valid,forest,14-08-2021,water_body_encroachment,encroachment_case,revenue_records
LRRA000415,F519462,Rajasthan,Ajmer,S1633,RJ26267700,45.08,plantation,disputed,invalid,agricultural,29-07-2024,benami_transaction,inheritance_dispute,unverified
LRKA000416,F483619,Karnataka,Belgaum,924-A,KA91543712,41.53,wet,joint,pending_verification,agricultural,25-12-2020,tribal_land_violation,active_litigation,revenue_records
LRMA000417,F255524,Madhya Pradesh,Satna,364-C,MP17570295,5.56,wet,tenant,expired,converted_non_agricultural,21-04-2019,forest_land_encroachment,none,manual_verification
LRPU000418,F942126,Punjab,Moga,105-D,PB45841934,14.98,dry,tenant,invalid,horticultural,19-02-2023,false_succession_claim,active_litigation,manual_verification
LRRA000419,F456694,Rajasthan,Bhilwara,935/51,RJ85320396,27.22,plantation,disputed,expired,agricultural,24-07-2019,womens_inheritance_denial,pending_mutation,revenue_records
LRKA000420,F879326,Karnataka,Bellary,65/735/1,KA84522571,5.34,dry,inherited,valid,agricultural,10-06-2023,,none,revenue_records
LRKA000421,F302131,Karnataka,Mysuru,76/246/5,KA84238238,19.51,dry,inherited,valid,agricultural,23-09-2021,,none,digitized_land_registry
LRTE000422,F385694,Telangana,Adilabad,240/94,TS86505222,13.59,plantation,disputed,pending_verification,forest,12-10-2022,forest_land_encroachment,encroachment_case,manual_verification
LRAN000423,F108779,Andhra Pradesh,Anantapur,S8217,AP27280556,12.98,wet,joint,valid,agricultural,04-07-2018,,none,satellite_mapping
LRRA000424,F740933,Rajasthan,Ajmer,47/241/6,RJ70701827,36.06,garden,owner,valid,agricultural,30-12-2023,,none,revenue_records
LRWE000425,F596960,West Bengal,Howrah,922/1,,31.24,wet,joint,pending_verification,agricultural,29-09-2024,encroachment_on_government_land,none,manual_verification
LRTA000426,F607964,Tamil Nadu,Chennai,711-A,TN61970016,35.42,wet,tenant,pending_verification,agricultural,20-12-2020,minor_heir_exploitation,active_litigation,manual_verification
LRMA000427,F816461,Maharashtra,Pune,S5946,MH61252486,7.14,garden,tenant,pending_verification,agricultural,14-05-2018,minor_heir_exploitation,pending_mutation,manual_verification
LRRA000428,F449415,Rajasthan,Bhilwara,735/56,RJ40569106,20,plantation,owner,valid,agricultural,19-02-2023,,none,satellite_mapping
LRTA000429,F928898,Tamil Nadu,Coimbatore,441-E,TN45601622,2.23,garden,joint,valid,agricultural,30-08-2018,,none,revenue_records
LRWE000430,F472445,West Bengal,Haldia,520-B,WB46074143,23.16,garden,owner,valid,agricultural,17-12-2019,,none,digitized_land_registry
LRHA000431,F662795,Haryana,Sonipat,47/85,HR12820079,47.16,wet,inherited,valid,horticultural,07-04-2019,,none,satellite_mapping
LRTA000432,F489335,Tamil Nadu,Coimbatore,417/58,TN66279922,31.97,plantation,joint,valid,agricultural,02-10-2021,,none,digitized_land_registry
LRHA000433,F987857,Haryana,Panipat,S1637,HR45940604,43.85,wet,owner,pending_verification,agricultural,26-08-2024,fraudulent_mutation,active_litigation,unverified
LRWE000434,F476374,West Bengal,Siliguri,72/698/2,WB51344134,34.66,dry,joint,valid,agricultural,27-06-2018,,none,digitized_land_registry
LRMA000435,F824040,Maharashtra,Nagpur,41/181/6,MH26284416,22.72,dry,owner,valid,agricultural,23-04-2018,,none,digitized_land_registry
LRHA000436,F410907,Haryana,Panipat,57/765/4,HR60031029,18.92,dry,inherited,invalid,horticultural,13-01-2022,benami_transaction,boundary_dispute,revenue_records
LRMA000437,F130566,Madhya Pradesh,Dewas,71/299/5,MP15325095,13.62,plantation,tenant,valid,horticultural,25-05-2021,,none,revenue_records
LRMA000438,F463374,Madhya Pradesh,Rewa,61/114/9,MP84693264,4.17,plantation,owner,pending_verification,agricultural,12-05-2024,land_grabbing_from_elderly,boundary_dispute,manual_verification
LRGU000439,F862424,Gujarat,Ahmedabad,93/591/1,GJ57970918,0.3,garden,tenant,valid,agricultural,26-09-2021,,none,satellite_mapping
LRMA000440,F849255,Madhya Pradesh,Indore,129-F,MP23312104,25.83,garden,owner,valid,horticultural,15-06-2024,,none,digitized_land_registry
LRTE000441,F540954,Telangana,Mahbubnagar,S151,TS19658046,9.29,plantation,owner,valid,horticultural,03-08-2021,,none,satellite_mapping
LRTA000442,F239375,Tamil Nadu,Coimbatore,86-A,TN81485105,7.67,dry,tenant,valid,horticultural,03-08-2019,,none,satellite_mapping
LRGU000443,F143298,Gujarat,Anand,683/18,GJ74820986,36.05,plantation,joint,valid,agricultural,12-09-2023,,none,revenue_records
LRUT000444,F688732,Uttar Pradesh,Varanasi,684-E,UP15798450,46.21,dry,joint,valid,agricultural,05-07-2020,,none,revenue_records
LRHA000445,F693829,Haryana,Panipat,29/893/7,HR11844801,37.11,plantation,tenant,pending_verification,forest,16-03-2019,water_body_encroachment,none,manual_verification
LRRA000446,F516111,Rajasthan,Kota,78/25,RJ37186350,23.46,dry,joint,valid,agricultural,24-03-2019,,none,digitized_land_registry
LRHA000447,F190322,Haryana,Yamunanagar,S3463,HR20872583,38,dry,inherited,valid,agricultural,05-11-2018,,none,revenue_records
LRUT000448,F658687,Uttar Pradesh,Gorakhpur,27/627/7,,46.93,wet,owner,pending_verification,horticultural,10-09-2024,encroachment_on_government_land,none,manual_verification
LRTE000449,F910843,Telangana,Warangal,775/47,TS40059563,15,dry,joint,pending_verification,horticultural,14-07-2020,fraudulent_mutation,pending_mutation,revenue_records
LRTE000450,F423572,Telangana,Suryapet,242/53,TS93398686,13.56,garden,tenant,valid,agricultural,23-08-2019,,none,satellite_mapping
LRTE000451,F489313,Telangana,Hyderabad,S5740,,46.88,wet,inherited,missing,horticultural,13-04-2023,womens_inheritance_denial,inheritance_dispute,unverified
LRMA000452,F731496,Maharashtra,Solapur,686/82,MH60493644,48.49,wet,inherited,valid,agricultural,01-03-2020,,none,digitized_land_registry
LRGU000453,F343943,Gujarat,Rajkot,45/280/4,GJ14107661,18.24,plantation,inherited,pending_verification,horticultural,30-03-2019,fraudulent_mutation,boundary_dispute,manual_verification
LRPU000454,F687825,Punjab,Bathinda,967-E,PB38760991,20.96,dry,tenant,valid,agricultural,26-03-2020,,none,satellite_mapping
LRTE000455,F744404,Telangana,Khammam,18/457/5,TS67454882,39.4,dry,joint,valid,agricultural,16-06-2019,,none,revenue_records
LRAN000456,F346695,Andhra Pradesh,Kurnool,46/650/6,AP23206107,7.08,garden,owner,expired,forest,24-03-2023,forest_land_encroachment,none,manual_verification
LRMA000457,F877560,Madhya Pradesh,Gwalior,74/490/2,MP14388729,23.42,plantation,owner,pending_verification,horticultural,28-07-2019,land_grabbing_from_elderly,active_litigation,unverified
LRPU000458,F512659,Punjab,Amritsar,46/975/5,PB63036875,8.84,garden,owner,valid,agricultural,09-06-2020,,none,digitized_land_registry
LRTE000459,F543391,Telangana,Hyderabad,63/173/7,TS29536442,33.51,dry,inherited,valid,agricultural,30-12-2018,,none,satellite_mapping
LRMA000460,F875279,Maharashtra,Nagpur,88-A,MH65430732,7.6,garden,owner,pending_verification,horticultural,26-07-2019,fraudulent_mutation,active_litigation,revenue_records
LRRA000461,F711426,Rajasthan,Sikar,792-E,RJ68496930,10.25,dry,joint,pending_verification,agricultural,17-08-2020,fraudulent_mutation,boundary_dispute,unverified
LRHA000462,F549242,Haryana,Panipat,S3222,HR25133773,35.64,plantation,inherited,valid,agricultural,29-12-2019,,none,digitized_land_registry
LRTE000463,F836915,Telangana,Adilabad,286-C,TS67040080,34.54,garden,joint,pending_verification,agricultural,22-05-2021,ceiling_breach,none,manual_verification
LRMA000464,F846647,Maharashtra,Nashik,S9499,MH75573292,28.33,wet,inherited,valid,forest,20-05-2018,wetland_conversion_violation,none,manual_verification
LRKA000465,F588039,Karnataka,Belgaum,54/156/4,KA82749173,34.49,wet,inherited,valid,horticultural,14-01-2024,,none,satellite_mapping
LRKA000466,F781735,Karnataka,Mangalore,48/983/6,KA27430406,11.8,dry,joint,valid,agricultural,17-10-2022,,none,revenue_records
LRAN000467,F973712,Andhra Pradesh,Guntur,899-D,AP56201123,34.91,plantation,tenant,valid,agricultural,27-04-2018,,none,digitized_land_registry
LRKA000468,F918170,Karnataka,Davanagere,3-F,KA98644140,7.23,plantation,tenant,valid,agricultural,24-10-2023,,none,satellite_mapping
LRRA000469,F116684,Rajasthan,Jodhpur,76/122/5,RJ16593583,30.58,dry,inherited,valid,agricultural,24-06-2022,,none,digitized_land_registry
LRWE000470,F365416,West Bengal,Asansol,129-B,WB72361733,39.47,plantation,inherited,pending_verification,fallow,25-07-2023,forest_land_encroachment,none,manual_verification
LRKA000471,F191944,Karnataka,Gulbarga,299-E,KA20064662,33.52,plantation,joint,invalid,horticultural,25-12-2019,common_land_appropriation,pending_mutation,unverified
LRGU000472,F371841,Gujarat,Anand,602-F,GJ43059206,25.38,plantation,owner,pending_verification,horticultural,17-02-2024,encroachment_on_government_land,active_litigation,unverified
LRTA000473,F563534,Tamil Nadu,Tiruchirappalli,S2455,TN11714150,15.08,wet,inherited,valid,fallow,21-09-2024,wetland_conversion_violation,encroachment_case,manual_verification
LRRA000474,F974262,Rajasthan,Bhilwara,631/18,RJ62248539,17.33,wet,joint,valid,agricultural,04-11-2021,,none,satellite_mapping
LRPU000475,F878897,Punjab,Pathankot,117/91,PB77702723,16.47,plantation,joint,pending_verification,agricultural,19-03-2024,land_grabbing_from_elderly,boundary_dispute,revenue_records
LRWE000476,F365159,West Bengal,Durgapur,35/601/5,WB65846480,27.17,plantation,joint,valid,horticultural,27-08-2019,,none,revenue_records
LRMA000477,F344909,Maharashtra,Akola,645/16,MH50023182,10.43,garden,joint,valid,agricultural,09-11-2019,,none,revenue_records
LRHA000478,F484644,Haryana,Panchkula,261-A,HR66190525,27.92,garden,tenant,valid,horticultural,29-12-2019,,none,satellite_mapping
LRGU000479,F865163,Gujarat,Gandhinagar,750/15,GJ71062009,28.58,plantation,owner,invalid,agricultural,25-09-2020,fraudulent_mutation,pending_mutation,revenue_records
LRRA000480,F264340,Rajasthan,Kota,109-A,RJ81240988,48.67,garden,owner,valid,agricultural,12-05-2018,,none,digitized_land_registry
LRMA000481,F867004,Madhya Pradesh,Jabalpur,S5589,MP18573379,24.13,wet,joint,valid,agricultural,14-06-2024,,none,satellite_mapping
LRPU000482,F226187,Punjab,Jalandhar,63/426/5,,35.47,wet,inherited,invalid,agricultural,15-04-2022,minor_heir_exploitation,active_litigation,revenue_records
LRGU000483,F639766,Gujarat,Gandhinagar,961/27,GJ29075147,18.68,plantation,disputed,pending_verification,converted_non_agricultural,02-12-2023,forest_land_encroachment,encroachment_case,manual_verification
LRKA000484,F614019,Karnataka,Davanagere,21/772/9,KA86384613,4.22,garden,tenant,valid,horticultural,31-03-2020,,none,digitized_land_registry
LRAN000485,F997027,Andhra Pradesh,Tirupati,47/81,,44.69,garden,disputed,pending_verification,fallow,20-05-2018,forest_land_encroachment,none,manual_verification
LRRA000486,F854961,Rajasthan,Ajmer,646/75,RJ64912131,31.98,dry,tenant,valid,agricultural,08-07-2020,,none,revenue_records
LRHA000487,F994140,Haryana,Karnal,25-D,HR13334889,21.61,dry,owner,valid,agricultural,07-08-2019,,none,revenue_records
LRAN000488,F625577,Andhra Pradesh,Kurnool,S9085,AP81943491,7.86,plantation,joint,valid,agricultural,08-09-2020,,none,satellite_mapping
LRPU000489,F636913,Punjab,Ludhiana,S9864,PB72060808,34.52,dry,inherited,invalid,agricultural,23-02-2018,land_grabbing_from_elderly,boundary_dispute,manual_verification
LRMA000490,F994582,Maharashtra,Ahmednagar,969-E,MH78586816,45.68,wet,government_lease,valid,fallow,25-07-2022,forest_land_encroachment,none,manual_verification
LRTA000491,F968855,Tamil Nadu,Madurai,57/729/5,TN28646347,4.97,garden,inherited,valid,agricultural,05-03-2018,,none,digitized_land_registry
LRMA000492,F583462,Madhya Pradesh,Indore,622-E,MP60169318,12.84,wet,owner,valid,horticultural,13-08-2021,,none,revenue_records
LRKA000493,F658484,Karnataka,Bengaluru,651/9,KA20892968,22.98,wet,joint,valid,horticultural,16-04-2020,,none,revenue_records
LRTE000494,F520362,Telangana,Karimnagar,482-D,TS87656430,24.31,dry,joint,valid,agricultural,15-02-2018,encroachment_on_government_land,active_litigation,revenue_records
LRGU000495,F379792,Gujarat,Anand,35/232/4,GJ91680131,29.78,wet,owner,valid,converted_non_agricultural,17-11-2022,environmental_clearance_violation,encroachment_case,revenue_records
LRHA000496,F540862,Haryana,Panipat,195-C,HR67353870,21.51,garden,owner,valid,horticultural,06-03-2023,,none,satellite_mapping
LRGU000497,F501952,Gujarat,Surat,74-C,GJ18565108,13.15,plantation,joint,valid,agricultural,22-11-2022,,none,satellite_mapping
LRMA000498,F177043,Maharashtra,Ahmednagar,S7896,MH32633634,14.2,dry,tenant,valid,agricultural,22-12-2023,,none,satellite_mapping
LRGU000499,F884555,Gujarat,Bhavnagar,96-F,GJ30785340,10.97,dry,inherited,valid,horticultural,03-02-2019,,none,digitized_land_registry
LRGU000500,F538703,Gujarat,Junagadh,14/854/5,GJ62442537,48.91,plantation,inherited,valid,horticultural,08-06-2024,,none,revenue_records
LRHA000501,F998084,Haryana,Yamunanagar,S9362,HR50535279,19.38,plantation,owner,valid,converted_non_agricultural,04-07-2024,wetland_conversion_violation,encroachment_case,manual_verification
LRGU000502,F708084,Gujarat,Mehsana,35/461/9,GJ98419442,33.15,plantation,owner,valid,agricultural,05-03-2019,tribal_land_violation,active_litigation,revenue_records
LRPU000503,F552665,Punjab,Firozpur,S6394,PB75761457,23.53,plantation,owner,valid,agricultural,14-02-2024,,none,satellite_mapping
LRGU000504,F641030,Gujarat,Bhavnagar,60/88/7,GJ19778404,46.84,plantation,inherited,missing,agricultural,27-01-2018,benami_transaction,active_litigation,unverified
LRUT000505,F348535,Uttar Pradesh,Meerut,86-D,UP58584272,1.24,dry,joint,valid,agricultural,16-11-2021,,none,revenue_records
LRMA000506,F989891,Maharashtra,Aurangabad,60/893/4,MH35959764,19.31,plantation,inherited,valid,horticultural,30-10-2024,,none,satellite_mapping
LRMA000507,F363540,Maharashtra,Nagpur,23/502/3,MH68523608,27.41,garden,joint,valid,agricultural,08-11-2022,,none,revenue_records
LRGU000508,F913642,Gujarat,Vadodara,444-D,GJ82042052,23.78,dry,owner,valid,horticultural,19-05-2019,,none,satellite_mapping
LRAN000509,F658207,Andhra Pradesh,Guntur,S1891,AP78320861,40.63,plantation,tenant,expired,converted_non_agricultural,27-10-2018,environmental_clearance_violation,encroachment_case,unverified
LRTE000510,F217804,Telangana,Suryapet,S3228,,32.4,wet,tenant,missing,agricultural,11-11-2022,womens_inheritance_denial,pending_mutation,manual_verification
LRAN000511,F461094,Andhra Pradesh,Kurnool,719/85,,47.18,plantation,tenant,invalid,agricultural,16-07-2019,false_succession_claim,active_litigation,manual_verification
LRTE000512,F825440,Telangana,Hyderabad,43/461/5,TS66798214,40.15,garden,joint,valid,agricultural,23-05-2022,,none,satellite_mapping
LRKA000513,F643767,Karnataka,Bellary,45/853/3,KA59735276,7.44,garden,inherited,expired,agricultural,26-01-2019,false_succession_claim,active_litigation,unverified
LRTE000514,F646591,Telangana,Nalgonda,S7895,TS51645924,47.68,garden,joint,pending_verification,agricultural,13-04-2023,benami_transaction,boundary_dispute,revenue_records
LRTE000515,F583654,Telangana,Nalgonda,53/65,TS92819966,12.93,dry,tenant,valid,agricultural,09-10-2022,,none,digitized_land_registry
LRTA000516,F337465,Tamil Nadu,Chennai,S8650,TN30393843,19.42,dry,joint,pending_verification,agricultural,14-02-2022,encroachment_on_government_land,none,manual_verification
LRPU000517,F598403,Punjab,Firozpur,81/600/5,PB33493693,18.65,wet,owner,valid,agricultural,21-03-2020,,none,digitized_land_registry
LRUT000518,F553976,Uttar Pradesh,Kanpur,80/984/1,UP51510947,20.64,dry,owner,valid,agricultural,10-02-2022,,none,digitized_land_registry
LRMA000519,F317220,Maharashtra,Kolhapur,488-B,MH79015004,21.9,garden,joint,valid,agricultural,05-12-2024,,none,revenue_records
LRGU000520,F404743,Gujarat,Ahmedabad,756/24,GJ38452769,48.85,plantation,inherited,valid,agricultural,01-01-2022,,none,digitized_land_registry
LRMA000521,F176051,Maharashtra,Nagpur,512-E,,9.46,plantation,tenant,expired,forest,07-08-2021,environmental_clearance_violation,none,revenue_records
LRUT000522,F573645,Uttar Pradesh,Moradabad,421-C,UP44900662,26.82,garden,inherited,pending_verification,agricultural,10-07-2021,false_succession_claim,active_litigation,revenue_records
LRWE000523,F232037,West Bengal,Bardhaman,671/78,WB78579596,0.64,garden,joint,pending_verification,horticultural,11-12-2023,fraudulent_mutation,pending_mutation,revenue_records
LRHA000524,F629795,Haryana,Sonipat,526/73,HR19925557,28.15,wet,owner,valid,horticultural,02-05-2021,,none,revenue_records
LRWE000525,F373767,West Bengal,Siliguri,506/42,WB34511872,39.57,garden,inherited,valid,agricultural,01-10-2024,,none,revenue_records
LRTE000526,F771935,Telangana,Ramagundam,40/374/9,TS54577335,35.99,wet,tenant,valid,agricultural,31-01-2018,,none,satellite_mapping
LRMA000527,F380327,Maharashtra,Satara,101-F,MH27231652,49.62,garden,inherited,valid,agricultural,23-07-2020,,none,revenue_records
LRMA000528,F199712,Madhya Pradesh,Satna,412/30,MP94041663,35.14,dry,inherited,expired,agricultural,08-07-2022,womens_inheritance_denial,inheritance_dispute,unverified
LRUT000529,F548580,Uttar Pradesh,Kanpur,S701,UP39528057,6.47,wet,joint,valid,agricultural,04-10-2018,,none,satellite_mapping
LRWE000530,F815267,West Bengal,Malda,18-D,WB88453305,20.07,garden,tenant,valid,agricultural,14-09-2021,,none,revenue_records
LRWE000531,F640187,West Bengal,Kolkata,175-B,WB40898862,33.93,dry,joint,valid,agricultural,30-12-2019,,none,digitized_land_registry
LRMA000532,F913119,Madhya Pradesh,Indore,536/96,MP15271478,44.85,dry,joint,valid,agricultural,21-04-2020,,none,digitized_land_registry
LRWE000533,F190486,West Bengal,Bardhaman,S8237,WB76637781,29.14,dry,joint,pending_verification,horticultural,08-03-2020,encroachment_on_government_land,none,manual_verification
LRMA000534,F778776,Maharashtra,Kolhapur,722/3,MH78498161,18.13,wet,tenant,valid,horticultural,02-06-2023,,none,digitized_land_registry
LRKA000535,F380316,Karnataka,Gulbarga,S6816,KA15247323,10.11,wet,joint,valid,agricultural,09-01-2024,,none,revenue_records
LRGU000536,F106670,Gujarat,Jamnagar,177-C,GJ53412215,25.71,garden,owner,pending_verification,horticultural,28-06-2024,ceiling_breach,none,unverified
LRTA000537,F606735,Tamil Nadu,Tirunelveli,18/77,TN42345324,33.44,garden,joint,valid,agricultural,28-07-2021,,none,satellite_mapping
LRUT000538,F876784,Uttar Pradesh,Aligarh,489/88,,36.34,wet,owner,pending_verification,agricultural,16-12-2018,common_land_appropriation,active_litigation,revenue_records
LRMA000539,F224731,Madhya Pradesh,Dewas,471-D,MP67593988,1.81,wet,tenant,valid,agricultural,28-09-2020,,none,revenue_records
LRGU000540,F944139,Gujarat,Mehsana,710/35,,35.64,dry,joint,invalid,horticultural,28-04-2019,land_grabbing_from_elderly,active_litigation,unverified
LRKA000541,F981311,Karnataka,Bellary,S9573,,41.63,garden,tenant,missing,agricultural,04-12-2018,false_succession_claim,inheritance_dispute,manual_verification
LRTA000542,F500191,Tamil Nadu,Tiruchirappalli,575/99,TN40712326,46.64,dry,tenant,valid,horticultural,18-08-2023,,none,revenue_records
LRTA000543,F132513,Tamil Nadu,Coimbatore,54-D,TN39554907,12.25,plantation,inherited,valid,horticultural,11-03-2020,,none,satellite_mapping
LRMA000544,F237908,Madhya Pradesh,Ratlam,S1902,MP76070025,9.9,dry,tenant,expired,agricultural,13-03-2019,minor_heir_exploitation,active_litigation,unverified
LRHA000545,F650423,Haryana,Karnal,54/163/4,HR88638407,21.26,plantation,inherited,valid,agricultural,07-02-2018,,none,digitized_land_registry
LRGU000546,F255095,Gujarat,Rajkot,716-C,GJ50471749,10.38,dry,inherited,missing,agricultural,16-08-2021,benami_transaction,active_litigation,manual_verification
LRAN000547,F409042,Andhra Pradesh,Anantapur,73/226/1,,11.98,dry,inherited,pending_verification,fallow,04-02-2023,water_body_encroachment,encroachment_case,unverified
LRMA000548,F407682,Maharashtra,Solapur,S8195,MH99449245,49.14,wet,owner,valid,agricultural,18-12-2020,,none,digitized_land_registry
LRWE000549,F540362,West Bengal,Malda,S2223,WB26310878,16.2,dry,owner,invalid,agricultural,27-11-2021,fraudulent_mutation,active_litigation,revenue_records
LRRA000550,F549299,Rajasthan,Kota,77/330/3,RJ93785754,19.52,dry,tenant,expired,forest,05-12-2024,environmental_clearance_violation,encroachment_case,manual_verification
LRAN000551,F753829,Andhra Pradesh,Anantapur,S5617,AP10564241,45.77,dry,owner,valid,agricultural,25-01-2018,,none,revenue_records
LRGU000552,F849507,Gujarat,Anand,180-C,GJ76824304,8.72,wet,inherited,valid,agricultural,04-01-2019,,none,revenue_records
LRGU000553,F318293,Gujarat,Junagadh,568-F,GJ91988542,0.82,wet,owner,valid,horticultural,25-09-2022,,none,satellite_mapping
